,Template,Frequency,Class
70,[C:2].[n:1]-[C:3]>>[n:1].[C:2]-C-[C:3]_1-10_000_000,1,71
71,[C:2]-[N:3](-[C:1])-[C:4]>>[C:1]-[C:2]-[N:3].F-C(-F)(-F)-[C:4](=O)-[O-]_0-12-3_0000_0000,1,72
72,[S:5]-[C:1]-[C:2]-[C:3]=[O:4]>>[C:1]=[C:2]-[C:3](-[O:4])-[S:5]_0-1010_00000_00000,1,73
73,[N:1]>>C-C(-C)=C(-[N:1])-C(=O)-O-C-c1:c:c:c:c:c:1_-1_0_0,1,74
74,[N:1]-[C:2].[n:3]:[n:4]>>[N:1].O=[C:2].[n:3]:[n:4]_1-1-11_0000_0000,1,75
75,[n:1].[n:2].[n:4]:[c:3]=[O:5]>>[n:1].[n:2].N-[c:3]:[n:4].[O-]-N=[O:5]_-110-10_00000_00000,1,76
76,[c:1]-[C:3]#[N:2]>>C-C(-C)(-C)-[Si](-C)(-C)-O-[c:1].C-[N:2](-[C:3])-C=O_003_000_000,1,77
77,[N:1]-[C:3]=[O:2]>>[N:1].C-C(-Cl)-[O:2]-[C:3]=O_100_000_000,1,78
78,[C:2]-[O:3]-[c:1]>>[c:1].Br-N1-C(=O)-C-C-[C:2]-1=[O:3]_1-30_000_000,1,79
79,[C:1]=[O:2]>>[C:1]-[O:2]-C1-C-C-C-C-O-1_10_00_00,1,80
80,[c:1]>>[c:1]-S-C-c1:c:c:c:c:c:1_-1_0_0,1,81
81,[O:1]>>C-C(-C)-[Si](-C)(-C)-[O:1]_-1_0_0,1,82
82,[N:4].[c:2]-[N:1]-[C:3]>>[N:1].Cl-[c:2].[C:3]-[N:4]_200-1_0000_0000,1,83
83,[O:1].[C:2]=[C:3]>>[O:1].O=[C:2].C-[C:3]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-10-1_-100_000,1,84
84,[S:1]>>Cl-c1:c:c:c:c:c:1-C(=O)-[S:1]_-1_0_0,1,85
85,[C:1]=[N:2]>>C-C-O-[C:1]-[N:2]-C_00_00_00,1,86
86,[N:1]>>C-O-C-[N:1]-C(=O)-O-C(-C)(-C)-C_-2_0_0,1,87
87,[Cl:1]>>C-C-O-c1:c:c:c(-C(=O)-[Cl:1]):c:c:1_-1_0_0,1,88
88,[O:1].[N:2]-[S:3]>>[O:1].[N:2].Cl-[S:3]_-120_-110_000,1,89
89,[O:1]>>F-C(-F)(-F)-c1:c:c:c:c:c:1-C-[O:1]_-1_0_0,1,90
90,[C:1]>>I-[C:1]-I_-2_0_0,1,91
91,[N:1]-[C:2]-[N:3]>>C-O-c1:c:c(-Cl):c(-C(-F)(-F)-F):c:c:1-[N:1]=[C:2].C-C(-C)-[N:3]-C(=O)-c1:c:c(-O-c2:c:c:c(-N):c:c:2):c:c:n:1_-20-1_000_000,1,92
92,[O:1].[O:2].[C:3]-[O:4]>>[O:1].[O:2].[C:3]=[O:4]_-1-1-1-1_-1-100_0000,1,93
93,[O:2].[N:1]-[C:3]-[N:4]>>[N:1].[O:2].[C:3]=[N:4]_110-1_0100_0000,1,94
94,[C:1]-[C:3]=[O:2]>>C-O-C(=O)-[C:1].C-C-[O:2]-[C:3]=O_000_000_000,1,95
95,[C:3].[O:2]-[C:1]-[C:4]>>[C:1]-[O:2].[C:3]-[C:4]_1-1-10_0-100_0000,1,96
96,[C:1]>>C-[Si](-C)(-C)-C-C-O-C-[C:1]_-1_0_0,1,97
97,[Cl:1]>>C-C(-C-c1:c:c:c2:c(:c:1)-O-C(-C(-O)=O)(-C(-O)=O)-O-2)-N-C-C(-O)-c1:c:c:c:c(-[Cl:1]):c:1_-1_0_0,1,98
98,[C:2]-[C:1]-[C:3]-[O:4]>>[C:1]-[C:2]-[C:3].C-C1-C-N(-C-C-N2-C-C-C(-N)-C-C-2)-C-C-C-1-[O:4]_1-110_0000_0000,1,99
99,[O:1]>>F-C-C-[O:1]_-1_0_0,1,100
100,[C:1]-[C:3]=[O:2]>>C-C(-C)(-C)-O-C(=O)-[C:1].C-C(-C)(-C)-[O:2]-[C:3]=O_000_000_000,1,101
101,[c:4]-[c:1]:[n:2]:[n:3]>>[c:1]:[n:2]:[n:3].N#C-C-C(=O)-[c:4]_11-10_0000_0000,1,102
102,[N:1]>>O-C(=O)-C-C(-N-C(=O)-O-C-c1:c:c:c:c:c:1)-C(=O)-[N:1]_-1_0_0,1,103
103,[N:1]-[C:3]=[O:2]>>C-C(-C)=[N:1].C-[O:2]-[C:3]=O_-100_000_000,1,104
104,[C:1]-[N:4]-[c:3]:[n:2]>>Cl-[C:1].[n:2]:[c:3]=[N:4]_0100_0000_0000,1,105
105,[C:2].[c:1]-[N:3]>>F-[c:1].[C:2]-[N:3]_0-10_000_000,1,106
106,[c:3].[c:1]-[O:2]>>[c:1].[O:2]-[c:3]_10-1_000_000,1,107
107,[C:3]-[C:4](-[O:5])-[C:1]-[N:2]>>[C:1]-[Mg+].[N:2]-[C:3]-[C:4]=[O:5]_10-10-1_00000_00000,1,108
108,[O:4]-[C:3]-[C:2]-[n:1]>>[n:1].[C:2]1-[C:3]=[O:4]-1_1-1-1-1_0000_0000,1,109
109,[n:1].[n:3]:[c:2]-[I:4]>>[n:1].[c:2]:[n:3].O=C1-C-C-C(=O)-N-1-[I:4]_-1110_0000_0000,1,110
110,[c:1]-[C:4]-[C:3]=[C:2]>>[c:1].O=C(-c1:c:c:c:c:c:1)-c1:c:c:c(-O-[C:2]-[C:3]=[C:4]):c:c:1_1000_0000_0000,1,111
111,[C:3].[c:2]-[C:4]=[O:1]>>[O:1].Br-[c:2].[C:3]-C-[C:4]_20-12_0000_0000,1,112
112,[O:1]-[S:2]=[O:3]>>[O:1].O=[S:2]-[O:3]-c1:c:c:c(-[N+](=O)-[O-]):c:c:1_100_000_000,1,113
113,[N:1]-[C:2]=[O:3]>>[N:1].O=[C:2]-[O:3]-C-c1:c:c:c2:c(:c:1)-O-C-O-2_100_000_000,1,114
114,[C:2].[C:1]-[O:3]>>O-C-[C:1]-[C:2].C-C(-C)(-C)-O-C(=O)-N1-C-C(-C-[O:3])-C-1_-1-10_000_000,1,115
115,[C:2]-[O:3]-[c:1]>>C-[c:1].F-C(-F)(-F)-[C:2](-O)=[O:3]_0-30_000_000,1,116
116,[N:1]>>C-C(-C)(-C)-O-C(=O)-C-C-C-C-O-C(=O)-[N:1]_-1_0_0,1,117
117,[O:3].[C:1]=[C:2]>>Cl-[C:1]-[C:2]-[O:3]_00-1_000_000,1,118
118,[N:2].[O:1]=[C:3]-[O:4]>>O-C(=[O:1])-C1-C-C-1.[N:2]-[C:3]=[O:4]_0-10-1_0000_0000,1,119
119,[C:1]-[C:3]=[C:2]>>C-C-O-[C:1].C=[C:2]-[C:3]=O_0-10_000_000,1,120
120,[N:1]>>C-C(-C(-O)=O)-N1-C-C-[N:1](-c2:c:c:c:c:c:2)-C-C-1_-3_0_0,1,121
121,[C:1]=[C:2]>>C-C(-C)(-O)-[C:1]#[C:2]_-2-1_00_00,1,122
122,[O:1]>>C-c1:n:o:c:c:1-C(=O)-[O:1]_-1_0_0,1,123
123,[C:2].[O:1]=[C:3]>>O=C(-[O-])-[O:1].C-[C:2](-C)-N=[C:3]_1-30_000_000,1,124
124,[n:1].[n:2].[C:3]1-[C:4]-[C:5]-1>>[n:1].[n:2].[C:3].O-C-C12-C-O-C(-[C:4]3-C-[C:5]-3)(-O-C-1)-O-C-2_-112-10_00000_00000,1,125
125,[O:1]-[P:2]=[O:3]>>[O:1]=[P:2]-[O:3]-c1:c:c:c:c:c:1_-100_000_000,1,126
126,[C:1]=[C:2]>>C-C(=C)-[C:1]-[C:2]_01_00_00,1,127
127,[O:1]=[C:2]>>C-C-C-[O:1]-[C:2]=O_0-1_00_00,1,128
128,[N:2]-[C:3]-[O:1]>>[O:1].Cl-C(-Cl)(-Cl)-[N:2]=[C:3]_1-20_000_000,1,129
129,[N:1].[C:3]-[C:4]-[c:2]>>[N:1].Br-[c:2].[C:3]#[C:4]_10-2-1_1000_0000,1,130
130,[C:2].[c:1]-[C:3]>>Cl-[c:1].C-N(-[C:2])-[C:3]=O_0-1-2_000_000,1,131
131,[C:2]-[O:3]-[c:1]>>Cl-[c:1].O=[C:2]=[O:3]_0-30_000_000,1,132
132,[n:1].[Cl:2]-[c:5].[S:3]-[O:4]>>[n:1].[Cl:2]-[S:3].[O:4]=[c:5]_00000_-10010_00000,1,133
133,[C:1]-[C:2]=[O:3]>>N-[C:1].C-[C:2]-[O:3]-C=O_010_000_000,1,134
134,[N:1]>>Cl-C(-Cl)-C(=O)-[N:1]_-1_0_0,1,135
135,[O:1]=[C:2]-[O:3]>>O-C(-C(-[O:1]-[C:2]=[O:3])-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00-1_000_000,1,136
136,[Os:1]>>Cl-[Os:1]-Cl_0_0_0,1,137
137,[n:1].[c:3]-[O:2]-[C:4]>>[n:1].[O:2]=[c:3].C1-C-O-[C:4]-C-1_100-1_0000_0000,1,138
138,[C:1]-[S:3]=[O:2]>>[C:1].C-[O:2]-[S:3]=O_100_000_000,1,139
139,[C:1]>>[C:1]-C12-C-C3-C-C(-C-C(-C-3)-C-1)-C-2_-1_0_0,1,140
140,[Cl:1]>>O=C1-C(-[Cl:1])-C-c2:c:c(-c3:c:c:c:n:c:3):c:c:c:2-1_-1_0_0,1,141
141,[n:2]:[c:1]:[n:3]>>N#C-[c:1](:[n:2]):[n:3]_-11-1_000_000,1,142
142,[C:1]#[C:2]>>O=[C:1]-[C:2]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00_00_00,1,143
143,[N:1]-[C:3]=[O:2]>>[N-]=[N+]=[N:1].C-C(-C)(-C)-O-C(=O)-[O:2]-[C:3]=O_-100_000_000,1,144
144,[O:1]>>C-C(-C)(-C)-c1:c:c(-C-C(=O)-[O:1]):c:c(-C(-C)(-C)-C):c:1-O_-1_0_0,1,145
145,[n:2]:[c:1]-[O:5]-[C:4]=[C:3]>>O=[c:1]:[n:2].[C:3]1-[C:4]-[O:5]-1_01010_00000_00000,1,146
146,[N:1]>>O-C-C-[N:1]-C-c1:c:c:c:c:c:1_-2_0_0,1,147
147,[C:1]-[N:2]>>Cl-[C:1]=[N:2]_-2-1_00_00,1,148
148,[S:1]>>C-[S:1]_0_1_0,1,149
149,[c:1]-[C:2]=[O:3]>>Cl-[c:1].C1-C-[C:2]-[O:3]-C-1_010_000_000,1,150
150,[O:1]>>C-C(-C)=C-C-C-C(-C)=C-C-[O:1]_-1_0_0,1,151
151,[O:1]>>C-c1:c:c:c(-[O:1]):c:c:1_-1_0_0,1,152
152,[N:1]>>C-C(-C(-N-C(=O)-C(-N)-c1:c:c:c(-O-C-C-O-[Si](-C)(-C)-C):c:c:1)-C(=O)-[N:1])-c1:c:c:c:c:c:1_-1_0_0,1,153
153,[n:1]-[C:2].[O:3]=[P:4]-[O:5]>>[n:1].[C:2]-[O:3]-[P:4]=[O:5]_00000_-10001_00000,1,154
154,[c:1]-[C:2]=[C:3]>>F-[c:1].C-C-C-C-[Sn](-C-C-C-C)(-C=C)-[C:2]-[C:3]-C-C_010_000_000,1,155
155,[N:1]-[C:4](-[O:2])=[O:3]>>[N:1].[O:2].C-O-C(=O)-[O:3]-[C:4]_1103_0000_0000,1,156
156,[O:1].[N:2]-[C:3]>>[O:1].[N:2].O-[C:3]_-110_-100_000,1,157
157,[C:1]-[C:3]=[C:2]>>[C:1].C-C-N(-C-C)-[C:2]-[C:3]_102_000_000,1,158
158,[P:1]>>O=P(-[O-])(-[O-])-O-[P:1](=O)(-[O-])-[O-]_0_0_0,1,159
159,[c:1]-[C:2]=[O:3]>>Cl-C(=O)-[c:1].O=[C:2]-[O:3]-C-c1:c:c:c:c:c:1_000_000_000,1,160
160,[O:1]>>[O:1]-C-C1-C-O-1_0_1_0,1,161
161,[O:1]-[C:4].[C:2]=[C:3]>>[O:1].[C:2]-[C:3]-O-[C:4]_1100_0000_0000,1,162
162,[c:1]>>O=S(=O)(-[O-])-[c:1]_-1_0_0,1,163
163,[N:1]-[C:3]#[N:2]>>[N:1].C-C(=O)-[N:2](-C)-[C:3]_103_000_000,1,164
164,[N:1]>>C-C-O-C(=O)-c1:c:c:c(-N-C(=O)-[N:1]):c:c:1_-1_0_0,1,165
165,[O:1]>>Cl-c1:c:c:c:c(-Cl):c:1-C-[O:1]_-1_0_0,1,166
166,[O:3]-[n:2]:[c:1]=[O:4]>>Cl-[c:1]:[n:2]-[O:3].F-C(-F)(-F)-C(=O)-O-C(=[O:4])-C(-F)(-F)-F_00-10_01-10_0000,1,167
167,[C:1]>>C1-C-O-[C:1]-O-C-1_-2_0_0,1,168
168,[C:2]-[O:3]-[N:1]>>[N:1].C-[C:2]=[O:3]_1-20_000_000,1,169
169,[C:1]>>[C:1]-C-C-N1-C-C-C-C-C-1_-1_0_0,1,170
170,[Cl:1]>>[Cl:1]-c1:c:c:c:c:c:1_0_1_0,1,171
171,[C:2]-[C:3]=[O:1]>>F-C(-F)(-F)-C(-O)=[O:1].C-[Si](-C)(-C)-[C:2]#[C:3]_0-30_000_000,1,172
172,[N:3].[C:2]-[O:1]-[C:4]=[O:5]>>[O:1].[C:2]-[N:3].N#[C:4].O-S(=O)(=O)-[O:5]_10-101_-10000_00000,1,173
173,[n:1]>>C-C-N(-C-C)-C(=O)-[n:1]_-1_0_0,1,174
174,[n:1].[c:2]-[Cl:3]>>[n:1].O=[c:2].Cl-C(-Cl)(-Cl)-O-C(=O)-[Cl:3]_100_000_000,1,175
175,[C:1]=[C:2]>>C-C(=O)-O-[C:1]-[C:2]-I_00_00_00,1,176
176,[n:1].[n:2].[n:3].[n:4].[N:5]-[C:6]>>[n:1].[n:2].[n:3].[n:4].[N:5].O=[C:6]_-1-1111-1_000000_000000,1,177
177,[O:1]>>C-C#C-[O:1]_-1_0_0,1,178
178,[O:1].[O:2]-[c:3]>>C-C(-C)(-[O:1])-[O:2].O=[N+](-[O-])-[c:3]_-100_000_000,1,179
179,[N:1]-[C:2]-[P:4]=[O:3]>>[N:1].I-[C:2].C-C-[O:3]-[P:4]_1100_0000_0000,1,180
180,[O:1]>>O-P(-O)(=O)-N-P(-O)(=O)-[O:1]_-1_0_0,1,181
181,[c:1]-[C:3]=[O:2]>>Br-[c:1].C1-C-[O:2]-[C:3]-C-O-1_001_000_000,1,182
182,[N:2].[O:1]=[C:3]-[O:4]>>O-S(-O)(=O)=[O:1].[N:2]-[C:3]=[O:4]_0-10-1_0000_0000,1,183
183,[O:2].[C:1]-[Br:3]>>[C:1]-[O:2].O-C(=O)-C-C-C-C-C-C-C-C-C-C-C-C-C-C-O-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-[Br:3]_0-10_000_000,1,184
184,[n:1].[n:2].[O:4]=[C:3]-[O:5]>>[n:1].[n:2].[C:3]-[O:4].[O-]-[I+3](-[O-])(-[O-])-[O:5]_-1121-1_0000-1_00000,1,185
185,[C:1]=[C:2]>>C-[Si](-C)(-C)-O-[C:1]-[C:2]_01_00_00,1,186
186,[n:1].[C:2]-[S:3]-[c:4]>>[n:1].I-[C:2].[S:3]=[c:4]_1000_0000_0000,1,187
187,[O:1]-[C:2]=[O:3]>>[O:1].C-[C:2]-[O:3]-C(-C)=O_110_000_000,1,188
188,[Cl:1]>>O=[N+](-[O-])-c1:c:c:c(-[Cl:1]):c(-[N+](=O)-[O-]):c:1_-1_0_0,1,189
189,[C:1]>>C-C-C-C-C-C1-C-O-[C:1]-O-C-1_-2_0_0,1,190
190,[S:1]>>O-N-C(=O)-C-C(-[S:1])-C-C-C-C-c1:c:c:c:c:c:1_-1_0_0,1,191
191,[N:1]>>C-O-c1:c:c:c(-N2-C-C(-C-[N:1])-O-C-2=O):c:c:1_-1_0_0,1,192
192,[n:1].[n:2].[C:3]-[Cl:4]>>[n:1].[n:2].O-[C:3].C-C(-Cl)-[Cl:4]_-1100_0000_0000,1,193
193,[c:1]-[C:3]=[O:2]>>O-C(=O)-[c:1].C-C-[O:2]-[C:3]-N(-C)-C_001_000_000,1,194
194,[C:2]-[O:3]-[c:1]>>[c:1].Cl-[C:2](=[O:3])-c1:c:c:c:c:c:1_1-30_000_000,1,195
195,[C:1]>>F-C(-F)-[C:1]_-1_0_0,1,196
196,[C:2].[C:1]-[N:3]>>O-[C:1].[C:2]-C-[N:3]_0-10_000_000,1,197
197,[N:1]-[O:2]>>O=[N:1]-[O:2]_-1-1_1-1_00,1,198
198,[O:1]-[S:2]=[O:3]>>[O:1].O=[S:2]-[O:3]-C1-C-C-1_100_000_000,1,199
199,[C:1].[O:2]=[S:3]-[O:4]>>[C:1]-[O:2].Cl-[S:3]=[O:4]_-110-1_0000_0000,1,200
200,[n:1].[n:3].[c:2]-[N:4]-[O:5]>>[n:1].[c:2].[n:3].[O-]-[N:4]-[O:5]_-11101_00001_00000,1,201
201,[c:1]>>O=C(-[c:1])-C1=C-C-C(=C-c2:c:c:c:c:c:2)-C=C-1_-1_0_0,1,202
202,[C:1]=[C:2]>>C=[C:1]-[C:2](-O)=O_-1-2_00_00,1,203
203,[C:1].[C:2]1-[C:4]-[C:3]-1>>[C:1]-[C:2].C1-C-C-C(-N=C=N-[C:3]2-C-C-C-C-[C:4]-2)-C-C-1_-11-10_0000_0000,1,204
204,[C:1]=[C:2]>>C-C-O-C(=O)-O-[C:1]-[C:2]_01_00_00,1,205
205,[O:1]>>O=[N+](-[O-])-c1:c:c:c:c:c:1-S(=O)(=O)-[O:1]_-1_0_0,1,206
206,[O:2].[C:1]-[O:5]-[C:4]=[N:3]>>[C:1]-[O:2].[N:3]-[C:4]=[O:5]_0-1100_00000_00000,1,207
207,[C:1]-[C:2]=[C:3]>>[C:1].C-C-O-C(=O)-C1(-[C:2]-[C:3]=C)-C-C-C(-O)-C-C-1_11-1_000_000,1,208
208,[C:1]#[C:2]>>Br-[C:1](-Br)-[C:2]_02_00_00,1,209
209,[C:1]-[C:5]-[C:4]-[C:2]=[C:3]>>[C:1]-[C:2](-[C:3])-[C:4]=[C:5]_001-10_00000_00000,1,210
210,[n:4]:[n:5].[O:1]=[C:2]-[c:3]>>[O:1].[C:2].Br-[c:3].[n:4]:[n:5]_130-11_-10000_00000,1,211
211,[n:1]>>N#C-C-C(-[n:1])-C1-C-C-C-C-1_-1_0_0,1,212
